Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130714/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.25
Liftedindex,7.10
LIFTcomputedusingvirtualtemperature,6.98
SWEATindex,112.42
Kindex,-5.80
Crosstotalsindex,19.40
Verticaltotalsindex,20.50
Totalstotalsindex,39.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.54
Pres[hPa]oftheLiftedCondensationLevel,954.42
Meanmixedlayerpotentialtemperature,287.36
Meanmixedlayermixingratio,8.36
1000hPato500hPathickness,5563.00
Precipitablewater[mm]forentiresounding,22.70
