Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121229/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.00
Liftedindex,-1.51
LIFTcomputedusingvirtualtemperature,-1.93
SWEATindex,151.19
Kindex,29.70
Crosstotalsindex,20.90
Verticaltotalsindex,25.10
Totalstotalsindex,46.00
ConvectiveAvailablePotentialEnergy,330.10
CAPEusingvirtualtemperature,431.05
ConvectiveInhibition,-61.93
CINSusingvirtualtemperature,-35.62
EquilibrumLevel,277.60
EquilibrumLevelusingvirtualtemperature,277.24
LevelofFreeConvection,740.29
LFCTusingvirtualtemperature,838.30
BulkRichardsonNumber,85.61
BulkRichardsonNumberusingCAPV,111.80
Temp[K]oftheLiftedCondensationLevel,288.66
Pres[hPa]oftheLiftedCondensationLevel,888.90
Meanmixedlayerpotentialtemperature,298.55
Meanmixedlayermixingratio,12.64
1000hPato500hPathickness,5698.00
Precipitablewater[mm]forentiresounding,35.77
