Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100816/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,18.69
Liftedindex,16.77
LIFTcomputedusingvirtualtemperature,16.66
SWEATindex,86.01
Kindex,-26.70
Crosstotalsindex,-7.90
Verticaltotalsindex,20.10
Totalstotalsindex,12.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,271.74
Pres[hPa]oftheLiftedCondensationLevel,803.67
Meanmixedlayerpotentialtemperature,289.26
Meanmixedlayermixingratio,4.32
1000hPato500hPathickness,5600.00
Precipitablewater[mm]forentiresounding,7.11
