Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150218/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.82
Liftedindex,2.15
LIFTcomputedusingvirtualtemperature,1.47
SWEATindex,220.01
Kindex,8.40
Crosstotalsindex,18.00
Verticaltotalsindex,18.90
Totalstotalsindex,36.90
ConvectiveAvailablePotentialEnergy,36.86
CAPEusingvirtualtemperature,89.77
ConvectiveInhibition,-7.58
CINSusingvirtualtemperature,-2.80
EquilibrumLevel,778.75
EquilibrumLevelusingvirtualtemperature,550.52
LevelofFreeConvection,897.36
LFCTusingvirtualtemperature,908.96
BulkRichardsonNumber,2.50
BulkRichardsonNumberusingCAPV,6.09
Temp[K]oftheLiftedCondensationLevel,290.88
Pres[hPa]oftheLiftedCondensationLevel,925.02
Meanmixedlayerpotentialtemperature,297.45
Meanmixedlayermixingratio,14.01
1000hPato500hPathickness,5718.00
Precipitablewater[mm]forentiresounding,34.29
