Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150416/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.46
Liftedindex,2.58
LIFTcomputedusingvirtualtemperature,2.24
SWEATindex,53.00
Kindex,12.50
Crosstotalsindex,12.50
Verticaltotalsindex,23.50
Totalstotalsindex,36.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.73
Pres[hPa]oftheLiftedCondensationLevel,929.62
Meanmixedlayerpotentialtemperature,293.81
Meanmixedlayermixingratio,11.36
1000hPato500hPathickness,5656.00
Precipitablewater[mm]forentiresounding,27.03
