Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140420/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.59
Liftedindex,3.72
LIFTcomputedusingvirtualtemperature,3.36
SWEATindex,77.93
Kindex,-15.30
Crosstotalsindex,13.70
Verticaltotalsindex,22.70
Totalstotalsindex,36.40
ConvectiveAvailablePotentialEnergy,12.60
CAPEusingvirtualtemperature,21.94
ConvectiveInhibition,-77.45
CINSusingvirtualtemperature,-59.17
EquilibrumLevel,774.26
EquilibrumLevelusingvirtualtemperature,772.58
LevelofFreeConvection,817.35
LFCTusingvirtualtemperature,829.15
BulkRichardsonNumber,1.10
BulkRichardsonNumberusingCAPV,1.91
Temp[K]oftheLiftedCondensationLevel,284.41
Pres[hPa]oftheLiftedCondensationLevel,887.30
Meanmixedlayerpotentialtemperature,294.32
Meanmixedlayermixingratio,9.55
1000hPato500hPathickness,5652.00
Precipitablewater[mm]forentiresounding,18.69
