Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110522/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.11
Liftedindex,1.18
LIFTcomputedusingvirtualtemperature,0.83
SWEATindex,151.60
Kindex,30.00
Crosstotalsindex,21.30
Verticaltotalsindex,23.50
Totalstotalsindex,44.80
ConvectiveAvailablePotentialEnergy,9.38
CAPEusingvirtualtemperature,24.37
ConvectiveInhibition,-34.16
CINSusingvirtualtemperature,-30.41
EquilibrumLevel,587.42
EquilibrumLevelusingvirtualtemperature,585.22
LevelofFreeConvection,849.72
LFCTusingvirtualtemperature,858.52
BulkRichardsonNumber,0.28
BulkRichardsonNumberusingCAPV,0.73
Temp[K]oftheLiftedCondensationLevel,288.62
Pres[hPa]oftheLiftedCondensationLevel,974.03
Meanmixedlayerpotentialtemperature,290.81
Meanmixedlayermixingratio,11.48
1000hPato500hPathickness,5607.00
Precipitablewater[mm]forentiresounding,32.98
