Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140312/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.29
Liftedindex,3.39
LIFTcomputedusingvirtualtemperature,3.01
SWEATindex,158.38
Kindex,-11.30
Crosstotalsindex,16.30
Verticaltotalsindex,19.50
Totalstotalsindex,35.80
ConvectiveAvailablePotentialEnergy,48.15
CAPEusingvirtualtemperature,67.91
ConvectiveInhibition,-7.67
CINSusingvirtualtemperature,-1.98
EquilibrumLevel,765.60
EquilibrumLevelusingvirtualtemperature,762.45
LevelofFreeConvection,881.96
LFCTusingvirtualtemperature,899.86
BulkRichardsonNumber,54.28
BulkRichardsonNumberusingCAPV,76.56
Temp[K]oftheLiftedCondensationLevel,287.94
Pres[hPa]oftheLiftedCondensationLevel,911.51
Meanmixedlayerpotentialtemperature,295.67
Meanmixedlayermixingratio,11.75
1000hPato500hPathickness,5691.00
Precipitablewater[mm]forentiresounding,25.91
