Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130622/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.38
Liftedindex,5.80
LIFTcomputedusingvirtualtemperature,5.71
SWEATindex,49.01
Kindex,16.30
Crosstotalsindex,20.70
Verticaltotalsindex,25.30
Totalstotalsindex,46.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,278.31
Pres[hPa]oftheLiftedCondensationLevel,907.05
Meanmixedlayerpotentialtemperature,286.20
Meanmixedlayermixingratio,6.20
1000hPato500hPathickness,5488.00
Precipitablewater[mm]forentiresounding,14.58
