Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120413/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.58
Liftedindex,8.36
LIFTcomputedusingvirtualtemperature,8.01
SWEATindex,133.99
Kindex,-23.90
Crosstotalsindex,13.30
Verticaltotalsindex,16.10
Totalstotalsindex,29.40
ConvectiveAvailablePotentialEnergy,43.04
CAPEusingvirtualtemperature,55.50
ConvectiveInhibition,-19.71
CINSusingvirtualtemperature,-16.08
EquilibrumLevel,761.49
EquilibrumLevelusingvirtualtemperature,758.41
LevelofFreeConvection,903.95
LFCTusingvirtualtemperature,907.71
BulkRichardsonNumber,1.72
BulkRichardsonNumberusingCAPV,2.22
Temp[K]oftheLiftedCondensationLevel,286.69
Pres[hPa]oftheLiftedCondensationLevel,941.86
Meanmixedlayerpotentialtemperature,291.66
Meanmixedlayermixingratio,10.48
1000hPato500hPathickness,5651.00
Precipitablewater[mm]forentiresounding,23.81
