Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120205/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.24
Liftedindex,7.26
LIFTcomputedusingvirtualtemperature,6.85
SWEATindex,165.00
Kindex,23.10
Crosstotalsindex,12.70
Verticaltotalsindex,16.50
Totalstotalsindex,29.20
ConvectiveAvailablePotentialEnergy,1.78
CAPEusingvirtualtemperature,7.86
ConvectiveInhibition,-5.24
CINSusingvirtualtemperature,-3.66
EquilibrumLevel,692.37
EquilibrumLevelusingvirtualtemperature,689.44
LevelofFreeConvection,876.57
LFCTusingvirtualtemperature,879.57
BulkRichardsonNumber,0.17
BulkRichardsonNumberusingCAPV,0.75
Temp[K]oftheLiftedCondensationLevel,288.75
Pres[hPa]oftheLiftedCondensationLevel,893.20
Meanmixedlayerpotentialtemperature,298.23
Meanmixedlayermixingratio,12.64
1000hPato500hPathickness,5776.00
Precipitablewater[mm]forentiresounding,34.11
