Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140517/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.05
Liftedindex,5.48
LIFTcomputedusingvirtualtemperature,5.21
SWEATindex,79.79
Kindex,-10.60
Crosstotalsindex,16.00
Verticaltotalsindex,20.50
Totalstotalsindex,36.50
ConvectiveAvailablePotentialEnergy,26.08
CAPEusingvirtualtemperature,39.89
ConvectiveInhibition,-6.76
CINSusingvirtualtemperature,-2.81
EquilibrumLevel,755.12
EquilibrumLevelusingvirtualtemperature,749.25
LevelofFreeConvection,851.24
LFCTusingvirtualtemperature,863.97
BulkRichardsonNumber,7.71
BulkRichardsonNumberusingCAPV,11.79
Temp[K]oftheLiftedCondensationLevel,281.89
Pres[hPa]oftheLiftedCondensationLevel,876.47
Meanmixedlayerpotentialtemperature,292.73
Meanmixedlayermixingratio,8.16
1000hPato500hPathickness,5599.00
Precipitablewater[mm]forentiresounding,20.34
