Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120717/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.11
Liftedindex,6.43
LIFTcomputedusingvirtualtemperature,6.23
SWEATindex,72.21
Kindex,-17.20
Crosstotalsindex,17.40
Verticaltotalsindex,21.70
Totalstotalsindex,39.10
ConvectiveAvailablePotentialEnergy,0.01
CAPEusingvirtualtemperature,0.24
ConvectiveInhibition,-86.96
CINSusingvirtualtemperature,-77.33
EquilibrumLevel,756.67
EquilibrumLevelusingvirtualtemperature,755.73
LevelofFreeConvection,760.53
LFCTusingvirtualtemperature,768.43
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.01
Temp[K]oftheLiftedCondensationLevel,284.09
Pres[hPa]oftheLiftedCondensationLevel,965.91
Meanmixedlayerpotentialtemperature,286.94
Meanmixedlayermixingratio,8.57
1000hPato500hPathickness,5569.00
Precipitablewater[mm]forentiresounding,18.89
