Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130626/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.80
Liftedindex,12.98
LIFTcomputedusingvirtualtemperature,12.90
SWEATindex,79.00
Kindex,-10.90
Crosstotalsindex,6.90
Verticaltotalsindex,22.90
Totalstotalsindex,29.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.37
Pres[hPa]oftheLiftedCondensationLevel,855.49
Meanmixedlayerpotentialtemperature,285.85
Meanmixedlayermixingratio,4.61
1000hPato500hPathickness,5539.00
Precipitablewater[mm]forentiresounding,9.11
