Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101220/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.45
Liftedindex,6.89
LIFTcomputedusingvirtualtemperature,6.44
SWEATindex,182.19
Kindex,-14.30
Crosstotalsindex,12.10
Verticaltotalsindex,18.10
Totalstotalsindex,30.20
ConvectiveAvailablePotentialEnergy,1.49
CAPEusingvirtualtemperature,3.21
ConvectiveInhibition,-1.70
CINSusingvirtualtemperature,0.00
EquilibrumLevel,872.42
EquilibrumLevelusingvirtualtemperature,870.83
LevelofFreeConvection,876.28
LFCTusingvirtualtemperature,882.18
BulkRichardsonNumber,0.02
BulkRichardsonNumberusingCAPV,0.05
Temp[K]oftheLiftedCondensationLevel,286.14
Pres[hPa]oftheLiftedCondensationLevel,883.31
Meanmixedlayerpotentialtemperature,296.48
Meanmixedlayermixingratio,10.77
1000hPato500hPathickness,5739.00
Precipitablewater[mm]forentiresounding,22.02
