Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141023/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.97
Liftedindex,4.21
LIFTcomputedusingvirtualtemperature,3.97
SWEATindex,90.00
Kindex,-7.70
Crosstotalsindex,19.30
Verticaltotalsindex,27.30
Totalstotalsindex,46.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.19
Pres[hPa]oftheLiftedCondensationLevel,874.29
Meanmixedlayerpotentialtemperature,292.20
Meanmixedlayermixingratio,7.78
1000hPato500hPathickness,5599.00
Precipitablewater[mm]forentiresounding,16.68
