Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100205/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.95
Liftedindex,-0.94
LIFTcomputedusingvirtualtemperature,-1.21
SWEATindex,178.60
Kindex,9.80
Crosstotalsindex,20.20
Verticaltotalsindex,22.50
Totalstotalsindex,42.70
ConvectiveAvailablePotentialEnergy,50.03
CAPEusingvirtualtemperature,92.42
ConvectiveInhibition,-13.29
CINSusingvirtualtemperature,-7.13
EquilibrumLevel,382.56
EquilibrumLevelusingvirtualtemperature,381.04
LevelofFreeConvection,871.79
LFCTusingvirtualtemperature,883.75
BulkRichardsonNumber,54.87
BulkRichardsonNumberusingCAPV,101.37
Temp[K]oftheLiftedCondensationLevel,290.52
Pres[hPa]oftheLiftedCondensationLevel,905.63
Meanmixedlayerpotentialtemperature,298.88
Meanmixedlayermixingratio,14.00
1000hPato500hPathickness,5741.00
Precipitablewater[mm]forentiresounding,40.56
