Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120213/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,-0.19
Liftedindex,-4.26
LIFTcomputedusingvirtualtemperature,-4.90
SWEATindex,151.97
Kindex,33.60
Crosstotalsindex,21.90
Verticaltotalsindex,26.90
Totalstotalsindex,48.80
ConvectiveAvailablePotentialEnergy,463.14
CAPEusingvirtualtemperature,589.31
ConvectiveInhibition,-39.38
CINSusingvirtualtemperature,-18.63
EquilibrumLevel,384.59
EquilibrumLevelusingvirtualtemperature,377.88
LevelofFreeConvection,804.89
LFCTusingvirtualtemperature,882.79
BulkRichardsonNumber,36.83
BulkRichardsonNumberusingCAPV,46.87
Temp[K]oftheLiftedCondensationLevel,290.54
Pres[hPa]oftheLiftedCondensationLevel,916.47
Meanmixedlayerpotentialtemperature,297.88
Meanmixedlayermixingratio,13.85
1000hPato500hPathickness,5690.00
Precipitablewater[mm]forentiresounding,37.29
