Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140304/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.07
Liftedindex,6.76
LIFTcomputedusingvirtualtemperature,6.80
SWEATindex,284.79
Kindex,11.40
Crosstotalsindex,14.20
Verticaltotalsindex,16.70
Totalstotalsindex,30.90
ConvectiveAvailablePotentialEnergy,35.95
CAPEusingvirtualtemperature,48.56
ConvectiveInhibition,-1.87
CINSusingvirtualtemperature,-0.31
EquilibrumLevel,775.20
EquilibrumLevelusingvirtualtemperature,772.68
LevelofFreeConvection,875.48
LFCTusingvirtualtemperature,884.12
BulkRichardsonNumber,2.42
BulkRichardsonNumberusingCAPV,3.26
Temp[K]oftheLiftedCondensationLevel,285.84
Pres[hPa]oftheLiftedCondensationLevel,888.88
Meanmixedlayerpotentialtemperature,295.64
Meanmixedlayermixingratio,10.49
1000hPato500hPathickness,5691.00
Precipitablewater[mm]forentiresounding,31.05
