Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130204/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.64
Liftedindex,8.27
LIFTcomputedusingvirtualtemperature,7.92
SWEATindex,184.58
Kindex,27.20
Crosstotalsindex,17.20
Verticaltotalsindex,18.30
Totalstotalsindex,35.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.81
Pres[hPa]oftheLiftedCondensationLevel,871.05
Meanmixedlayerpotentialtemperature,295.24
Meanmixedlayermixingratio,9.35
1000hPato500hPathickness,5690.00
Precipitablewater[mm]forentiresounding,29.50
